0.0435,-0.006,-0.03
0.0439,-0.007,-0.031
0.0443,-0.007,-0.03
0.0446,-0.007,-0.03
0.0451,-0.007,-0.03
0.0454,-0.008,-0.03
0.0458,-0.008,-0.03
0.0461,-0.008,-0.03
0.0465,-0.008,-0.029
0.0468,-0.009,-0.03
0.0472,-0.009,-0.029
0.0475,-0.009,-0.029
0.0479,-0.009,-0.029
0.0482,-0.009,-0.03
0.0486,-0.01,-0.028
0.0489,-0.01,-0.029
0.0492,-0.01,-0.029
0.0495,-0.01,-0.029
0.0423,-0.009,-0.026
0.0078,0,-0.018
0.0082,-0.001,-0.017
0.0086,-0.001,-0.017
0.009,0,-0.016
0.0093,-0.001,-0.017
0.0097,-0.001,-0.016
0.01,-0.001,-0.017
0.0104,-0.002,-0.016
0.0108,-0.001,-0.016
0.0111,-0.001,-0.016
0.0114,-0.002,-0.015
0.0118,-0.002,-0.016
0.0121,-0.001,-0.015
0.0124,-0.002,-0.015
0.0128,-0.002,-0.015
0.0131,-0.002,-0.015
0.0134,-0.002,-0.014
0.0137,-0.003,-0.014
0.014,-0.002,-0.015
0.0143,-0.002,-0.014
0.0147,-0.003,-0.013
0.0149,-0.003,-0.014
0.0152,-0.003,-0.013
0.0155,-0.002,-0.014
0.0158,-0.004,-0.013
0.0161,-0.003,-0.012
0.0163,-0.003,-0.013
0.0166,-0.003,-0.012
0.0169,-0.004,-0.013
0.0171,-0.003,-0.012
0.0178,-0.004,-0.011
0.017,-0.004,-0.012
0.018,-0.004,-0.011
0.018,-0.004,-0.011
0.019,-0.004,-0.011
0.018,-0.004,-0.011
0.019,-0.005,-0.011
0.019,-0.004,-0.01
0.02,-0.005,-0.01
0.019,-0.004,-0.01
0.02,-0.005,-0.01
0.02,-0.005,-0.009
0.02,-0.005,-0.01
0.021,-0.005,-0.009
0.02,-0.005,-0.009
0.021,-0.005,-0.008
0.021,-0.006,-0.009
0.021,-0.005,-0.008
0.021,-0.006,-0.008
0.022,-0.005,-0.008
0.022,-0.006,-0.008
0.021,-0.006,-0.007
0.022,-0.006,-0.008
0.023,-0.006,-0.007
0.022,-0.006,-0.006
0.023,-0.006,-0.007
0.022,-0.006,-0.007
0.023,-0.007,-0.006
0.023,-0.006,-0.006
0.023,-0.007,-0.006
0.023,-0.006,-0.006
0.024,-0.007,-0.005
0.023,-0.007,-0.005
0.024,-0.006,-0.005
0.023,-0.007,-0.005
0.024,-0.007,-0.005
0.024,-0.007,-0.005
0.024,-0.007,-0.004
0.024,-0.007,-0.004
0.024,-0.008,-0.004
0.025,-0.007,-0.004
0.024,-0.007,-0.004
0.025,-0.008,-0.003
0.024,-0.007,-0.003
0.025,-0.008,-0.003
0.024,-0.007,-0.003
0.025,-0.008,-0.003
0.025,-0.007,-0.003
0.025,-0.008,-0.002
0.025,-0.008,-0.002
0.025,-0.007,-0.002
0.025,-0.008,-0.002
0.025,-0.008,-0.002
0.025,-0.008,-0.001
0.025,-0.008,-0.002
0.025,-0.008,-0.001
0.026,-0.008,-0.001
0.025,-0.008,-0.001
0.025,-0.008,-0.001
0.026,-0.008,0
0.025,-0.008,-0.001
0.025,-0.008,0
0.025,-0.008,0
0.026,-0.008,0
0.025,-0.008,0
0.025,-0.008,0
0.026,-0.008,0.001
0.025,-0.008,0
0.025,-0.008,0.001
0.026,-0.008,0.001
0.025,-0.008,0.001
0.025,-0.008,0.001
0.025,-0.008,0.002
0.025,-0.008,0.001
0.025,-0.008,0.002
0.026,-0.008,0.001
0.025,-0.008,0.002
0.025,-0.008,0.002
0.025,-0.008,0.002
0.024,-0.008,0.003
0.025,-0.008,0.002
0.025,-0.008,0.003
0.025,-0.007,0.002
0.024,-0.008,0.003
0.025,-0.008,0.003
0.024,-0.007,0.003
0.025,-0.008,0.003
0.024,-0.007,0.004
0.024,-0.008,0.003
0.024,-0.007,0.004
0.024,-0.008,0.003
0.024,-0.007,0.004
0.024,-0.007,0.004
0.024,-0.007,0.004
0.024,-0.007,0.004
0.023,-0.007,0.004
0.024,-0.007,0.005
0.023,-0.007,0.004
0.023,-0.007,0.005
0.023,-0.007,0.005
0.023,-0.006,0.004
0.023,-0.007,0.005
0.023,-0.006,0.006
0.023,-0.007,0.005
0.022,-0.006,0.005
0.022,-0.006,0.005
0.023,-0.006,0.006
0.022,-0.006,0.006
0.022,-0.006,0.005
0.021,-0.006,0.006
0.022,-0.005,0.006
0.021,-0.006,0.006
0.022,-0.005,0.007
0.021,-0.006,0.006
0.021,-0.005,0.007
0.021,-0.005,0.006
0.02,-0.005,0.007
0.021,-0.005,0.007
0.02,-0.004,0.007
0.02,-0.005,0.007
0.02,-0.004,0.007
0.02,-0.005,0.007
0.02,-0.004,0.007
0.019,-0.004,0.008
0.019,-0.004,0.007
0.019,-0.004,0.008
0.019,-0.004,0.008
0.019,-0.003,0.008
0.019,-0.003,0.008
0.018,-0.004,0.008
0.018,-0.003,0.009
0.018,-0.003,0.008
0.018,-0.003,0.009
0.017,-0.002,0.008
0.017,-0.003,0.009
0.017,-0.002,0.009
0.017,-0.002,0.009
0.017,-0.002,0.009
0.016,-0.002,0.009
0.017,-0.002,0.01
0.016,-0.001,0.009
0.015,-0.002,0.01
0.016,-0.001,0.01
0.015,-0.001,0.01
0.015,-0.001,0.01
0.015,-0.001,0.01
0.015,0,0.01
0.014,-0.001,0.01
0.014,0,0.011
0.014,0,0.011
0.014,0,0.01
0.013,0,0.011
0.014,0.001,0.011
0.013,0,0.012
0.012,0.001,0.011
0.013,0.001,0.011
0.012,0.001,0.012
0.012,0.002,0.012
0.012,0.001,0.012
0.011,0.002,0.012
0.011,0.002,0.012
0.011,0.002,0.012
0.011,0.002,0.012
0.011,0.002,0.013
0.01,0.003,0.013
0.01,0.003,0.013
0.009,0.003,0.013
0.01,0.003,0.013
0.009,0.003,0.013
0.009,0.003,0.013
0.008,0.004,0.014
0.009,0.004,0.014
0.008,0.004,0.014
0.007,0.004,0.014
0.008,0.005,0.014
0.007,0.004,0.014
0.007,0.005,0.014
0.007,0.005,0.015
0.006,0.005,0.015
0.006,0.005,0.015
0.006,0.006,0.015
0.006,0.005,0.015
0.005,0.006,0.015
0.005,0.006,0.016
0.004,0.006,0.016
0.005,0.007,0.015
0.004,0.006,0.016
0.004,0.007,0.017
0.003,0.007,0.016
0.004,0.007,0.016
0.003,0.007,0.017
0.002,0.008,0.017
0.003,0.007,0.017
0.002,0.008,0.017
0.001,0.008,0.017
0.002,0.008,0.017
0.001,0.008,0.018
0.001,0.009,0.018
0.001,0.009,0.018
0,0.008,0.018
0,0.009,0.018
-0.001,0.009,0.018
0,0.01,0.019
-0.001,0.009,0.018
-0.001,0.01,0.019
-0.002,0.01,0.019
-0.002,0.01,0.019
-0.002,0.01,0.02
-0.002,0.01,0.019
-0.003,0.01,0.02
-0.003,0.011,0.019
-0.003,0.011,0.02
-0.004,0.011,0.02
-0.004,0.011,0.021
-0.004,0.011,0.02
